Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
2,2,495.72,5,3,2,532,Loyal Customers
70,2,409.25,3,3,2,332,Loyal Customers
37,1,130.95,3,2,1,321,Others
325,1,76.74000000000001,1,2,1,121,Others
30,3,384.56,4,4,2,442,Loyal Customers
105,1,450.16,2,2,2,222,Others
63,3,533.11,3,4,3,343,Loyal Customers
65,6,7493.77,3,5,5,355,Loyal Customers
15,1,209.89000000000001,5,2,1,521,Others
73,6,2139.0,2,5,4,254,At Risk
39,1,136.01,3,2,1,321,Others
129,1,321.78000000000003,2,2,2,222,Others
7,18,2101.61,5,5,4,554,Champions
192,2,641.13,1,3,3,133,At Risk
21,1,234.19,4,2,1,421,Others
92,1,134.0,2,2,1,221,Others
36,2,465.84000000000003,4,3,2,432,Loyal Customers
36,3,434.2,4,4,2,442,Loyal Customers
33,3,947.98,4,4,3,443,Loyal Customers
112,3,285.41,2,4,2,242,At Risk
7,7,1202.77,5,5,4,554,Champions
190,2,236.56,1,3,1,131,At Risk
2,2,249.89000000000001,5,3,1,531,Loyal Customers
138,3,1306.96,2,4,4,244,At Risk
74,4,900.63,2,4,3,243,At Risk
191,1,103.95,1,2,1,121,Others
4,3,496.26,5,4,2,542,Loyal Customers
14,2,424.71000000000004,5,3,2,532,Loyal Customers
365,1,204.26,1,2,1,121,Others
16,2,678.55,4,3,3,433,Loyal Customers
3,7,1360.31,5,5,4,554,Champions
7,11,1923.57,5,5,4,554,Champions
64,3,851.33,3,4,3,343,Loyal Customers
1,5,722.0500000000001,5,4,3,543,Loyal Customers
358,1,252.59,1,2,2,122,Others
271,2,255.25,1,3,2,132,At Risk
57,4,1904.93,3,4,4,344,Loyal Customers
287,2,310.47,1,3,2,132,At Risk
22,5,921.5,4,4,3,443,Loyal Customers
8,3,536.04,5,4,3,543,Loyal Customers
268,1,1460.3600000000001,1,2,4,124,Others
58,10,2137.72,3,5,4,354,Loyal Customers
4,14,2515.76,5,5,5,555,Champions
47,1,355.45,3,2,2,322,Others
78,2,255.03,2,3,2,232,At Risk
208,1,611.08,1,2,3,123,Others
11,13,6088.05,5,5,5,555,Champions
176,1,125.65,2,2,1,221,Others
7,5,1169.6100000000001,5,4,4,544,Champions
9,13,1199.08,5,5,4,554,Champions
5,3,629.4,5,4,3,543,Loyal Customers
59,2,262.32,3,3,2,332,Loyal Customers
25,7,2536.07,4,5,5,455,Champions
19,4,1152.1100000000001,4,4,4,444,Champions
17,3,530.86,4,4,3,443,Loyal Customers
21,1,286.39,4,2,2,422,Others
135,1,196.25,2,2,1,221,Others
17,5,4283.68,4,4,5,445,Champions
124,3,433.84999999999997,2,4,2,242,At Risk
86,5,3377.78,2,4,5,245,At Risk
247,1,33.0,1,2,1,121,Others
175,2,482.76,2,3,2,232,At Risk
245,1,101.36,1,2,1,121,Others
29,14,4202.66,4,5,5,455,Champions
19,5,1222.04,4,4,4,444,Champions
98,4,548.73,2,4,3,243,At Risk
65,4,433.75,3,4,2,342,Loyal Customers
3,8,2535.21,5,5,5,555,Champions
77,3,628.22,2,4,3,243,At Risk
15,11,3996.7999999999997,5,5,5,555,Champions
4,4,790.74,5,4,3,543,Loyal Customers
71,1,778.49,3,2,3,323,Others
26,5,1483.83,4,4,4,444,Champions
24,2,560.39,4,3,3,433,Loyal Customers
45,1,251.04,3,2,2,322,Others
369,2,207.85,1,3,1,131,At Risk
262,1,71.4,1,2,1,121,Others
18,2,749.0,4,3,3,433,Loyal Customers
22,1,127.0,4,2,1,421,Others
158,2,365.5,2,3,2,232,At Risk
59,3,926.12,3,4,3,343,Loyal Customers
31,4,496.0,4,4,2,442,Loyal Customers
302,2,424.55,1,3,2,132,At Risk
19,3,1007.74,4,4,4,444,Champions
64,1,394.37,3,2,2,322,Others
5,5,1748.15,5,4,4,544,Champions
40,7,5891.01,3,5,5,355,Loyal Customers
12,13,5459.04,5,5,5,555,Champions
81,9,3015.55,2,5,5,255,At Risk
12,4,904.6,5,4,3,543,Loyal Customers
15,1,256.55,5,2,2,522,Others
58,1,165.0,3,2,1,321,Others
57,1,1041.21,3,2,4,324,Others
23,8,3862.19,4,5,5,455,Champions
99,2,1950.95,2,3,4,234,At Risk
18,3,666.6500000000001,4,4,3,443,Loyal Customers
80,1,107.0,2,2,1,221,Others
32,2,406.3,4,3,2,432,Loyal Customers
12,8,2651.23,5,5,5,555,Champions
79,4,1077.82,2,4,4,244,At Risk
38,4,828.21,3,4,3,343,Loyal Customers
28,2,1012.22,4,3,4,434,Loyal Customers
106,2,622.36,2,3,3,233,At Risk
28,4,853.49,4,4,3,443,Loyal Customers
73,1,230.17000000000002,2,2,1,221,Others
65,1,81.36,3,2,1,321,Others
187,1,242.06,1,2,1,121,Others
283,2,400.8,1,3,2,132,At Risk
361,1,360.61,1,2,2,122,Others
212,1,552.4,1,2,3,123,Others
1,13,5416.35,5,5,5,555,Champions
23,4,1367.6,4,4,4,444,Champions
4,8,2703.03,5,5,5,555,Champions
178,2,935.62,1,3,3,133,At Risk
78,6,1182.22,2,5,4,254,At Risk
68,1,189.0,3,2,1,321,Others
53,3,800.1800000000001,3,4,3,343,Loyal Customers
9,4,1152.8700000000001,5,4,4,544,Champions
5,2,54.15,5,3,1,531,Loyal Customers
82,3,433.07,2,4,2,242,At Risk
217,3,1593.83,1,4,4,144,At Risk
18,5,1421.3,4,4,4,444,Champions
14,4,2393.5,5,4,5,545,Champions
183,8,2984.32,1,5,5,155,At Risk
33,1,302.65000000000003,4,2,2,422,Others
45,2,530.9,3,3,3,333,Loyal Customers
227,2,180.06,1,3,1,131,At Risk
19,1,176.9,4,2,1,421,Others
51,1,630.77,3,2,3,323,Others
240,1,1954.99,1,2,4,124,Others
186,1,13.52,1,2,1,121,Others
33,3,583.71,4,4,3,443,Loyal Customers
11,4,858.47,5,4,3,543,Loyal Customers
10,11,11013.82,5,5,5,555,Champions
12,2,488.24,5,3,2,532,Loyal Customers
80,4,1264.05,2,4,4,244,At Risk
67,3,1188.33,3,4,4,344,Loyal Customers
73,4,1146.33,2,4,4,244,At Risk
11,10,4287.5,5,5,5,555,Champions
11,5,1462.95,5,4,4,544,Champions
82,3,465.6,2,4,2,242,At Risk
81,1,232.85000000000002,2,2,1,221,Others
374,1,128.60000000000002,1,2,1,121,Others
232,1,294.74,1,2,2,122,Others
5,5,2506.54,5,4,5,545,Champions
1,4,645.8100000000001,5,4,3,543,Loyal Customers
43,6,2177.39,3,5,5,355,Loyal Customers
273,2,194.7,1,3,1,131,At Risk
362,1,228.34,1,2,1,121,Others
360,3,454.54,1,4,2,142,At Risk
4,27,4601.69,5,5,5,555,Champions
9,6,3084.58,5,5,5,555,Champions
46,1,133.18,3,2,1,321,Others
17,4,1364.68,4,4,4,444,Champions
261,1,273.35,1,2,2,122,Others
198,1,203.05,1,2,1,121,Others
65,6,1402.51,3,5,4,354,Loyal Customers
28,3,401.67,4,4,2,442,Loyal Customers
214,1,306.0,1,2,2,122,Others
15,5,669.91,5,4,3,543,Loyal Customers
31,4,660.48,4,4,3,443,Loyal Customers
30,4,2728.18,4,4,5,445,Champions
45,6,2644.01,3,5,5,355,Loyal Customers
32,1,2253.22,4,2,5,425,Others
12,23,6285.27,5,5,5,555,Champions
373,1,221.53,1,2,1,121,Others
22,1,128.45,4,2,1,421,Others
10,6,1105.53,5,5,4,554,Champions
3,11,3961.44,5,5,5,555,Champions
73,7,3737.38,2,5,5,255,At Risk
228,1,235.88,1,2,1,121,Others
59,1,100.2,3,2,1,321,Others
66,4,1248.09,3,4,4,344,Loyal Customers
19,7,2675.8,4,5,5,455,Champions
1,2,363.66,5,3,2,532,Loyal Customers
17,3,591.07,4,4,3,443,Loyal Customers
169,1,582.17,2,2,3,223,Others
30,3,885.32,4,4,3,443,Loyal Customers
358,1,424.3,1,2,2,122,Others
59,1,474.03000000000003,3,2,2,322,Others
25,1,481.58000000000004,4,2,2,422,Others
33,4,5255.24,4,4,5,445,Champions
299,1,174.95,1,2,1,121,Others
42,2,410.42,3,3,2,332,Loyal Customers
156,2,336.6,2,3,2,232,At Risk
61,1,227.97,3,2,1,321,Others
138,1,197.57,2,2,1,221,Others
210,6,2305.59,1,5,5,155,At Risk
184,4,1923.99,1,4,4,144,At Risk
284,1,389.78,1,2,2,122,Others
38,1,314.74,3,2,2,322,Others
24,3,432.18,4,4,2,442,Loyal Customers
75,2,631.87,2,3,3,233,At Risk
17,4,1026.98,4,4,4,444,Champions
64,5,1155.0300000000002,3,4,4,344,Loyal Customers
156,1,31.85,2,2,1,221,Others
88,2,1220.91,2,3,4,234,At Risk
110,5,9730.09,2,4,5,245,At Risk
78,1,212.1,2,2,1,221,Others
7,4,798.03,5,4,3,543,Loyal Customers
298,1,231.68,1,2,1,121,Others
52,6,1099.81,3,5,4,354,Loyal Customers
25,6,4036.77,4,5,5,455,Champions
25,13,8915.99,4,5,5,455,Champions
54,4,727.58,3,4,3,343,Loyal Customers
40,3,696.25,3,4,3,343,Loyal Customers
53,2,880.97,3,3,3,333,Loyal Customers
148,4,3120.91,2,4,5,245,At Risk
71,10,5102.86,3,5,5,355,Loyal Customers
88,5,1485.36,2,4,4,244,At Risk
87,1,143.10000000000002,2,2,1,221,Others
12,6,1357.95,5,5,4,554,Champions
371,1,231.90000000000003,1,2,1,121,Others
61,1,327.0,3,2,2,322,Others
163,5,640.76,2,4,3,243,At Risk
127,1,591.87,2,2,3,223,Others
116,17,4832.900000000001,2,5,5,255,At Risk
183,2,713.03,1,3,3,133,At Risk
113,2,560.71,2,3,3,233,At Risk
10,11,6691.13,5,5,5,555,Champions
80,1,856.01,2,2,3,223,Others
81,2,406.68,2,3,2,232,At Risk
17,5,1635.64,4,4,4,444,Champions
15,3,867.11,5,4,3,543,Loyal Customers
134,1,400.2,2,2,2,222,Others
214,1,320.95,1,2,2,122,Others
10,2,178.68,5,3,1,531,Loyal Customers
297,1,159.68,1,2,1,121,Others
66,2,638.81,3,3,3,333,Loyal Customers
162,2,596.1899999999999,2,3,3,233,At Risk
141,1,119.5,2,2,1,221,Others
367,1,432.96000000000004,1,2,2,122,Others
18,3,795.47,4,4,3,443,Loyal Customers
58,7,1452.8,3,5,4,354,Loyal Customers
9,2,225.45000000000002,5,3,1,531,Loyal Customers
58,2,321.3,3,3,2,332,Loyal Customers
205,2,198.41000000000003,1,3,1,131,At Risk
227,3,229.46,1,4,1,141,At Risk
162,1,263.76,2,2,2,222,Others
82,6,2118.7000000000003,2,5,4,254,At Risk
196,3,569.88,1,4,3,143,At Risk
39,5,1281.83,3,4,4,344,Loyal Customers
4,11,2726.77,5,5,5,555,Champions
172,1,75.28,2,2,1,221,Others
22,2,610.74,4,3,3,433,Loyal Customers
166,1,549.88,2,2,3,223,Others
291,1,562.98,1,2,3,123,Others
63,1,327.75,3,2,2,322,Others
1,2,521.66,5,3,3,533,Loyal Customers
218,1,135.04000000000002,1,2,1,121,Others
23,4,356.71,4,4,2,442,Loyal Customers
159,3,853.32,2,4,3,243,At Risk
56,1,160.65,3,2,1,321,Others
24,4,2004.01,4,4,4,444,Champions
10,5,3940.13,5,4,5,545,Champions
52,2,615.27,3,3,3,333,Loyal Customers
288,1,292.62,1,2,2,122,Others
31,1,111.15,4,2,1,421,Others
285,3,595.7,1,4,3,143,At Risk
28,1,251.72,4,2,2,422,Others
5,6,1729.43,5,5,4,554,Champions
94,2,567.56,2,3,3,233,At Risk
2,7,2401.07,5,5,5,555,Champions
100,1,186.15,2,2,1,221,Others
190,1,63.6,1,2,1,121,Others
255,1,96.6,1,2,1,121,Others
4,9,2226.96,5,5,5,555,Champions
52,1,144.9,3,2,1,321,Others
53,7,1269.76,3,5,4,354,Loyal Customers
227,3,642.14,1,4,3,143,At Risk
113,5,1250.8600000000001,2,4,4,244,At Risk
4,2,433.99,5,3,2,532,Loyal Customers
137,1,100.86000000000001,2,2,1,221,Others
217,1,131.15,1,2,1,121,Others
80,2,501.98,2,3,3,233,At Risk
4,7,1081.8600000000001,5,5,4,554,Champions
3,7,1269.89,5,5,4,554,Champions
199,10,5750.08,1,5,5,155,At Risk
25,15,3940.08,4,5,5,455,Champions
84,2,369.98,2,3,2,232,At Risk
8,7,1354.82,5,5,4,554,Champions
46,6,1013.13,3,5,4,354,Loyal Customers
11,2,679.44,5,3,3,533,Loyal Customers
7,17,3982.66,5,5,5,555,Champions
23,3,806.95,4,4,3,443,Loyal Customers
232,1,130.60000000000002,1,2,1,121,Others
21,12,2736.64,4,5,5,455,Champions
92,3,1754.24,2,4,4,244,At Risk
5,44,11920.43,5,5,5,555,Champions
19,4,871.14,4,4,3,443,Loyal Customers
325,1,200.18,1,2,1,121,Others
182,2,38.92,1,3,1,131,At Risk
117,1,181.89000000000001,2,2,1,221,Others
64,1,68.03,3,2,1,321,Others
18,2,529.15,4,3,3,433,Loyal Customers
37,1,198.29,3,2,1,321,Others
26,2,490.21999999999997,4,3,2,432,Loyal Customers
117,3,258.93,2,4,2,242,At Risk
72,2,189.78,2,3,1,231,At Risk
32,2,417.3,4,3,2,432,Loyal Customers
4,5,1239.11,5,4,4,544,Champions
47,1,120.95,3,2,1,321,Others
145,1,221.59,2,2,1,221,Others
2,7,1504.26,5,5,4,554,Champions
60,1,268.28,3,2,2,322,Others
135,2,205.14,2,3,1,231,At Risk
81,7,970.25,2,5,3,253,At Risk
21,1,491.81,4,2,2,422,Others
105,2,601.45,2,3,3,233,At Risk
372,1,204.3,1,2,1,121,Others
60,1,141.12,3,2,1,321,Others
31,1,465.4,4,2,2,422,Others
19,1,114.1,4,2,1,421,Others
38,1,502.49,3,2,3,323,Others
201,1,25.2,1,2,1,121,Others
74,1,118.86,2,2,1,221,Others
10,6,797.85,5,5,3,553,Loyal Customers
92,2,623.08,2,3,3,233,At Risk
14,1,188.46,5,2,1,521,Others
25,2,1140.58,4,3,4,434,Loyal Customers
264,2,407.94,1,3,2,132,At Risk
36,2,237.81,4,3,1,431,Loyal Customers
3,16,3000.5,5,5,5,555,Champions
26,4,1050.8,4,4,4,444,Champions
12,6,1110.78,5,5,4,554,Champions
17,6,974.95,4,5,3,453,Loyal Customers
108,2,271.75,2,3,2,232,At Risk
30,8,1896.57,4,5,4,454,Champions
305,2,467.79,1,3,2,132,At Risk
366,1,338.13,1,2,2,122,Others
10,3,455.84,5,4,2,542,Loyal Customers
75,2,336.62,2,3,2,232,At Risk
26,2,393.64,4,3,2,432,Loyal Customers
260,1,131.15,1,2,1,121,Others
170,1,111.5,2,2,1,221,Others
284,1,2135.46,1,2,4,124,Others
29,2,1151.04,4,3,4,434,Loyal Customers
31,11,3999.8900000000003,4,5,5,455,Champions
29,2,4511.76,4,3,5,435,Loyal Customers
17,2,237.64000000000001,4,3,1,431,Loyal Customers
23,2,1025.1,4,3,4,434,Loyal Customers
28,4,2181.71,4,4,5,445,Champions
29,9,2376.51,4,5,5,455,Champions
11,5,3318.35,5,4,5,545,Champions
56,1,124.45,3,2,1,321,Others
361,1,157.32999999999998,1,2,1,121,Others
305,1,29.099999999999998,1,2,1,121,Others
4,4,1695.15,5,4,4,544,Champions
30,4,1008.05,4,4,4,444,Champions
12,5,922.59,5,4,3,543,Loyal Customers
43,5,644.52,3,4,3,343,Loyal Customers
2,9,1311.64,5,5,4,554,Champions
46,2,512.77,3,3,3,333,Loyal Customers
44,2,312.35,3,3,2,332,Loyal Customers
45,2,152.35,3,3,1,331,Loyal Customers
309,1,104.7,1,2,1,121,Others
367,3,475.42,1,4,2,142,At Risk
180,2,59.900000000000006,1,3,1,131,At Risk
164,5,838.27,2,4,3,243,At Risk
42,1,328.13,3,2,2,322,Others
19,2,497.04,4,3,2,432,Loyal Customers
108,1,81.12,2,2,1,221,Others
11,9,5395.79,5,5,5,555,Champions
1,2,119.0,5,3,1,531,Loyal Customers
2,8,9935.93,5,5,5,555,Champions
2,3,1006.53,5,4,4,544,Champions
15,4,1227.54,5,4,4,544,Champions
12,5,1066.3,5,4,4,544,Champions
364,1,299.74,1,2,2,122,Others
11,6,1066.94,5,5,4,554,Champions
9,12,2509.84,5,5,5,555,Champions
73,4,1285.69,2,4,4,244,At Risk
16,4,674.16,4,4,3,443,Loyal Customers
30,3,612.381,4,4,3,443,Loyal Customers
63,9,1401.08,3,5,4,354,Loyal Customers
332,1,36.25,1,2,1,121,Others
127,2,1502.0,2,3,4,234,At Risk
64,3,1740.8999999999999,3,4,4,344,Loyal Customers
22,1,273.31,4,2,2,422,Others
190,4,768.25,1,4,3,143,At Risk
12,3,500.2,5,4,3,543,Loyal Customers
284,1,156.6,1,2,1,121,Others
21,3,632.27,4,4,3,443,Loyal Customers
312,2,383.59000000000003,1,3,2,132,At Risk
36,5,711.8100000000001,4,4,3,443,Loyal Customers
31,3,920.46,4,4,3,443,Loyal Customers
12,17,7510.24,5,5,5,555,Champions
22,7,3417.13,4,5,5,455,Champions
68,2,1077.24,3,3,4,334,Loyal Customers
11,6,879.42,5,5,3,553,Loyal Customers
91,1,979.2,2,2,3,223,Others
259,3,236.97,1,4,1,141,At Risk
17,20,3010.13,4,5,5,455,Champions
54,3,520.58,3,4,3,343,Loyal Customers
31,1,231.34,4,2,1,421,Others
67,1,260.45,3,2,2,322,Others
40,2,250.44,3,3,1,331,Loyal Customers
1,60,14174.25,5,5,5,555,Champions
10,1,10.95,5,2,1,521,Others
70,3,645.0,3,4,3,343,Loyal Customers
4,12,19726.76,5,5,5,555,Champions
71,7,836.88,3,5,3,353,Loyal Customers
89,1,110.7,2,2,1,221,Others
103,1,171.15,2,2,1,221,Others
21,1,126.35000000000001,4,2,1,421,Others
56,7,1415.81,3,5,4,354,Loyal Customers
10,27,25381.65,5,5,5,555,Champions
56,1,149.3,3,2,1,321,Others
86,1,168.65,2,2,1,221,Others
46,2,381.15000000000003,3,3,2,332,Loyal Customers
144,1,97.5,2,2,1,221,Others
7,7,1476.3,5,5,4,554,Champions
52,1,516.87,3,2,3,323,Others
217,3,2525.44,1,4,5,145,At Risk
177,1,114.85,1,2,1,121,Others
5,12,2461.68,5,5,5,555,Champions
86,1,118.95,2,2,1,221,Others
45,8,15874.300000000001,3,5,5,355,Loyal Customers
2,11,2704.63,5,5,5,555,Champions
47,1,552.9,3,2,3,323,Others
136,2,283.44,2,3,2,232,At Risk
57,8,7021.66,3,5,5,355,Loyal Customers
22,2,646.44,4,3,3,433,Loyal Customers
8,10,3159.46,5,5,5,555,Champions
40,2,560.14,3,3,3,333,Loyal Customers
59,4,1471.52,3,4,4,344,Loyal Customers
29,15,10405.03,4,5,5,455,Champions
184,1,164.18,1,2,1,121,Others
23,1,206.6,4,2,1,421,Others
3,8,2273.95,5,5,5,555,Champions
9,4,485.6,5,4,2,542,Loyal Customers
22,3,1059.41,4,4,4,444,Champions
17,5,1615.39,4,4,4,444,Champions
29,1,420.54,4,2,2,422,Others
88,7,3040.51,2,5,5,255,At Risk
4,18,14562.91,5,5,5,555,Champions
32,2,832.54,4,3,3,433,Loyal Customers
1,3,469.40999999999997,5,4,2,542,Loyal Customers
21,7,1363.23,4,5,4,454,Champions
21,1,266.8,4,2,2,422,Others
47,1,331.35,3,2,2,322,Others
44,3,317.76,3,4,2,342,Loyal Customers
165,1,369.68,2,2,2,222,Others
80,4,1034.32,2,4,4,244,At Risk
291,1,325.74,1,2,2,122,Others
185,1,137.16,1,2,1,121,Others
368,1,293.35,1,2,2,122,Others
17,9,2371.7400000000002,4,5,5,455,Champions
133,46,14523.67,2,5,5,255,At Risk
23,6,2348.94,4,5,5,455,Champions
3,7,52422.3,5,5,5,555,Champions
98,6,1030.41,2,5,4,254,At Risk
1,2,975.5600000000001,5,3,3,533,Loyal Customers
15,9,4247.11,5,5,5,555,Champions
17,1,213.08,4,2,1,421,Others
8,12,1605.8400000000001,5,5,4,554,Champions
196,2,659.4,1,3,3,133,At Risk
158,2,617.1800000000001,2,3,3,233,At Risk
61,7,2542.79,3,5,5,355,Loyal Customers
31,1,102.6,4,2,1,421,Others
11,1,57.8,5,2,1,521,Others
36,12,3180.28,4,5,5,455,Champions
3,7,1679.8,5,5,4,554,Champions
110,1,321.65000000000003,2,2,2,222,Others
264,1,224.81,1,2,1,121,Others
44,2,607.0,3,3,3,333,Loyal Customers
235,1,1047.0,1,2,4,124,Others
31,2,489.86,4,3,2,432,Loyal Customers
248,2,1144.3,1,3,4,134,At Risk
44,2,1272.8000000000002,3,3,4,334,Loyal Customers
268,1,389.26000000000005,1,2,2,122,Others
80,1,370.41,2,2,2,222,Others
123,2,775.64,2,3,3,233,At Risk
50,1,177.69,3,2,1,321,Others
212,2,209.57,1,3,1,131,At Risk
364,1,160.55,1,2,1,121,Others
277,1,336.5,1,2,2,122,Others
24,2,658.1800000000001,4,3,3,433,Loyal Customers
3,8,2422.2,5,5,5,555,Champions
114,2,747.85,2,3,3,233,At Risk
21,1,100.91,4,2,1,421,Others
137,1,54.7,2,2,1,221,Others
26,1,309.16,4,2,2,422,Others
199,3,1141.84,1,4,4,144,At Risk
26,2,287.25,4,3,2,432,Loyal Customers
197,1,718.51,1,2,3,123,Others
16,9,6493.14,4,5,5,455,Champions
186,3,1289.64,1,4,4,144,At Risk
17,7,4191.92,4,5,5,455,Champions
56,1,206.08,3,2,1,321,Others
3,31,84541.17,5,5,5,555,Champions
88,8,2542.83,2,5,5,255,At Risk
44,2,645.6,3,3,3,333,Loyal Customers
305,1,313.35,1,2,2,122,Others
30,5,963.49,4,4,3,443,Loyal Customers
14,1,182.62,5,2,1,521,Others
61,2,329.42,3,3,2,332,Loyal Customers
4,10,3265.4500000000003,5,5,5,555,Champions
30,2,554.85,4,3,3,433,Loyal Customers
74,2,394.14,2,3,2,232,At Risk
33,2,739.2,4,3,3,433,Loyal Customers
1,9,2970.14,5,5,5,555,Champions
246,2,1240.25,1,3,4,134,At Risk
1,3,725.21,5,4,3,543,Loyal Customers
163,2,970.12,2,3,3,233,At Risk
21,1,65.34,4,2,1,421,Others
70,1,34.8,3,2,1,321,Others
87,4,1445.47,2,4,4,244,At Risk
56,2,288.33,3,3,2,332,Loyal Customers
253,4,1176.84,1,4,4,144,At Risk
19,4,1011.7,4,4,4,444,Champions
145,1,119.86,2,2,1,221,Others
277,2,170.1,1,3,1,131,At Risk
185,1,120.05,1,2,1,121,Others
26,3,944.82,4,4,3,443,Loyal Customers
26,3,767.54,4,4,3,443,Loyal Customers
11,2,727.85,5,3,3,533,Loyal Customers
14,3,627.96,5,4,3,543,Loyal Customers
33,6,2239.48,4,5,5,455,Champions
8,10,2154.88,5,5,5,555,Champions
108,3,2270.0,2,4,5,245,At Risk
61,3,565.43,3,4,3,343,Loyal Customers
15,1,142.77,5,2,1,521,Others
368,1,34.0,1,2,1,121,Others
29,1,259.17,4,2,2,422,Others
148,1,167.62,2,2,1,221,Others
31,4,1040.85,4,4,4,444,Champions
26,3,537.9,4,4,3,443,Loyal Customers
214,2,392.38,1,3,2,132,At Risk
222,1,131.83,1,2,1,121,Others
8,2,1024.55,5,3,4,534,Loyal Customers
269,1,374.45,1,2,2,122,Others
17,1,100.0,4,2,1,421,Others
178,1,205.23999999999998,1,2,1,121,Others
9,7,496.26000000000005,5,5,2,552,Loyal Customers
303,1,171.7,1,2,1,121,Others
1,23,5266.77,5,5,5,555,Champions
281,2,348.75,1,3,2,132,At Risk
110,6,903.87,2,5,3,253,At Risk
214,1,304.38,1,2,2,122,Others
12,2,325.3,5,3,2,532,Loyal Customers
8,20,7712.71,5,5,5,555,Champions
82,4,1271.68,2,4,4,244,At Risk
196,1,135.95,1,2,1,121,Others
103,4,4067.12,2,4,5,245,At Risk
81,3,948.03,2,4,3,243,At Risk
255,1,167.4,1,2,1,121,Others
264,1,176.71,1,2,1,121,Others
32,4,1699.35,4,4,4,444,Champions
21,14,11433.77,4,5,5,455,Champions
3,2,519.95,5,3,3,533,Loyal Customers
374,1,148.3,1,2,1,121,Others
45,6,4168.46,3,5,5,355,Loyal Customers
85,2,1504.7,2,3,4,234,At Risk
4,7,2075.7400000000002,5,5,4,554,Champions
54,4,1439.72,3,4,4,344,Loyal Customers
17,1,409.98,4,2,2,422,Others
113,1,52.05,2,2,1,221,Others
16,1,297.07,4,2,2,422,Others
108,8,2300.01,2,5,5,255,At Risk
253,3,1393.66,1,4,4,144,At Risk
58,4,633.02,3,4,3,343,Loyal Customers
226,1,160.75,1,2,1,121,Others
373,1,87.30000000000001,1,2,1,121,Others
12,1,333.81,5,2,2,522,Others
85,2,296.07,2,3,2,232,At Risk
38,6,782.12,3,5,3,353,Loyal Customers
176,5,1511.94,2,4,4,244,At Risk
57,13,4376.41,3,5,5,355,Loyal Customers
15,12,3346.41,5,5,5,555,Champions
23,3,392.2,4,4,2,442,Loyal Customers
3,2,489.59999999999997,5,3,2,532,Loyal Customers
194,1,385.19,1,2,2,122,Others
19,8,3071.36,4,5,5,455,Champions
40,3,1795.22,3,4,4,344,Loyal Customers
233,2,1130.21,1,3,4,134,At Risk
45,6,1838.72,3,5,4,354,Loyal Customers
73,2,725.15,2,3,3,233,At Risk
82,4,3958.5,2,4,5,245,At Risk
238,1,254.0,1,2,2,122,Others
114,1,296.36,2,2,2,222,Others
24,2,641.4,4,3,3,433,Loyal Customers
10,4,470.16,5,4,2,542,Loyal Customers
15,3,732.55,5,4,3,543,Loyal Customers
60,3,1265.58,3,4,4,344,Loyal Customers
283,2,842.4000000000001,1,3,3,133,At Risk
23,5,506.67,4,4,3,443,Loyal Customers
15,5,2547.28,5,4,5,545,Champions
65,3,1112.2,3,4,4,344,Loyal Customers
9,2,439.7,5,3,2,532,Loyal Customers
30,9,3132.96,4,5,5,455,Champions
1,10,3141.4,5,5,5,555,Champions
305,2,198.6,1,3,1,131,At Risk
21,1,418.87,4,2,2,422,Others
105,2,710.4,2,3,3,233,At Risk
134,6,1758.52,2,5,4,254,At Risk
2,3,1013.54,5,4,4,544,Champions
66,1,126.0,3,2,1,321,Others
8,3,835.33,5,4,3,543,Loyal Customers
373,1,163.47,1,2,1,121,Others
297,2,412.92,1,3,2,132,At Risk
53,10,3372.92,3,5,5,355,Loyal Customers
110,2,561.59,2,3,3,233,At Risk
129,1,563.1,2,2,3,223,Others
113,3,1319.6399999999999,2,4,4,244,At Risk
71,4,1895.19,3,4,4,344,Loyal Customers
98,3,2735.63,2,4,5,245,At Risk
1,2,830.63,5,3,3,533,Loyal Customers
53,5,2600.46,3,4,5,345,Loyal Customers
11,7,2578.91,5,5,5,555,Champions
4,1,300.66,5,2,2,522,Others
3,40,17885.32,5,5,5,555,Champions
2,5,1378.16,5,4,4,544,Champions
2,28,20329.68,5,5,5,555,Champions
239,1,301.65,1,2,2,122,Others
157,5,1585.5,2,4,4,244,At Risk
19,2,313.05,4,3,2,432,Loyal Customers
233,5,731.2,1,4,3,143,At Risk
4,6,1982.45,5,5,4,554,Champions
21,3,819.01,4,4,3,443,Loyal Customers
8,6,2751.64,5,5,5,555,Champions
59,2,2557.35,3,3,5,335,Loyal Customers
56,1,432.68,3,2,2,322,Others
29,1,304.2,4,2,2,422,Others
24,2,317.08,4,3,2,432,Loyal Customers
2,8,2685.2,5,5,5,555,Champions
4,3,489.65000000000003,5,4,2,542,Loyal Customers
32,8,2234.86,4,5,5,455,Champions
147,2,1412.85,2,3,4,234,At Risk
30,3,980.6999999999999,4,4,3,443,Loyal Customers
18,19,5393.88,4,5,5,455,Champions
112,2,442.0,2,3,2,232,At Risk
17,10,4145.33,4,5,5,455,Champions
19,2,1319.67,4,3,4,434,Loyal Customers
54,1,296.1,3,2,2,322,Others
91,2,260.38,2,3,2,232,At Risk
2,17,10245.49,5,5,5,555,Champions
12,6,456.9,5,5,2,552,Loyal Customers
38,2,620.85,3,3,3,333,Loyal Customers
106,4,533.5600000000001,2,4,3,243,At Risk
